school_year,dpi_true_id,lat,long,school_name,accurate_agency_type,grade_band,school_enrollment,ELA,Mathematics,dpi_rating,dpi_score,sch_ach,sch_growth,per_ed,per_swd,per_lep,per_b_aa,per_hisp_lat,address,phone_number,website_url,email,milwaukee_indicator,overall_score,overall_rating,rc_link,growth_rating
2024-25,3619_0012,42.994524996259,-87.898796977428,Bay View High,Traditional Public School,9-12,1021,0.072,0.072,Fails to Meet Expectations,48.3,22.8,52.7,0.838,0.227,0.135,0.504,0.294,"2751 S Lenox St, Milwaukee, WI 53207",414-294-2400,www.milwaukee.k12.wi.us,012@milwaukee.k12.wi.us,1,41.8,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Bay View High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0052,43.139532005014,-88.009689975534,Morse Mid,Traditional Public School,6-8,383,0.187,0.089,Fails to Meet Expectations,47.7,25.8,55.6,0.796,0.183,0.065,0.713,0.063,"6700 N 80th St, Milwaukee, WI 53223",414-393-3500,www.milwaukee.k12.wi.us,052@milwaukee.k12.wi.us,1,41.8,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Morse Mid School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0265,42.991381992116,-87.965894028529,Manitoba Elementary,Traditional Public School,K-8,469,0.125,0.093,Fails to Meet Expectations,47.7,23.6,52.7,0.832,0.288,0.192,0.215,0.42,"4040 W Forest Home Ave, Milwaukee, WI 53215",414-902-8600,www.milwaukee.k12.wi.us,265@milwaukee.k12.wi.us,1,41.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Manitoba Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3269_0375,43.094713004816,-89.296582010247,Kennedy Elementary,Traditional Public School,K-5,582,0.254,0.254,Fails to Meet Expectations,41,39.7,33.7,0.615,0.196,0.11,0.409,0.107,"221 Meadowlark Dr, Madison, WI 53714",608-204-3420,https://kennedy.madison.k12.wi.us/,kennedy@madison.k12.wi.us,0,42,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Kennedy Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0108,43.090693002143,-87.975305983785,Carson Academy,Traditional Public School,K-8,326,0.101,0.063,Meets Few Expectations,52.6,16.7,68.9,0.945,0.181,0,0.914,0.043,"4920 W Capitol Dr, Milwaukee, WI 53216",414-393-4800,www.milwaukee.k12.wi.us,309@milwaukee.k12.wi.us,1,42.1,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Carson Academy School Report Card 2024-25.pdf,Average Growth
2024-25,4620_0136,42.70092800851,-87.830743970271,Johnson Elementary,Traditional Public School,K-5,557,0.152,0.082,Fails to Meet Expectations,45,27.6,42.3,0.747,0.206,0.217,0.268,0.488,"2420 Kentucky St, Racine, WI 53405",262-664-6950,www.rusd.org,Joseph.Wendt@rusd.org,0,42.1,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Unified/Johnson Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2289_0300,44.519466014821,-88.049078969308,Franklin Middle,Traditional Public School,6-8,560,0.246,0.167,Fails to Meet Expectations,41,37,30.9,0.716,0.239,0.12,0.148,0.293,"1233 Lore Ln, Green Bay, WI 54303",920-492-2670,www.gbaps.org,gjlundin@gbaps.org,0,42.2,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Area Public/Franklin Middle School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0360,43.161026012693,-87.983915958546,Thoreau Elementary,Traditional Public School,K-8,353,0.131,0.08,Meets Few Expectations,49,22.7,56.5,0.958,0.195,0.006,0.858,0.057,"7878 N 60th St, Milwaukee, WI 53223",262-236-1800,www.milwaukee.k12.wi.us,360@milwaukee.k12.wi.us,1,42.2,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Thoreau Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0103,43.039861998074,-87.943844007302,Milwaukee Academy of Chinese Language,Traditional Public School,K-8,499,0.124,0.103,Meets Few Expectations,49,21.8,53.7,0.91,0.134,0.383,0.681,0.064,"2430 W Wisconsin Ave, Milwaukee, WI 53233",414-934-4340,www.milwaukee.k12.wi.us,082@milwaukee.k12.wi.us,1,42.6,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Milwaukee Academy of Chinese Language School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0424,43.065221990955,-87.968280021086,WHS Information Technology,Traditional Public School,9-12,402,0.036,0.036,Meets Few Expectations,54.5,17,70.8,0.853,0.251,0.032,0.888,0.042,"2525 N Sherman Blvd, Milwaukee, WI 53210",414-875-5900,www.milwaukee.k12.wi.us,039@milwaukee.k12.wi.us,1,42.6,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/WHS Information Technology School Report Card 2024-25.pdf,Above Average Growth
2024-25,3619_0008,43.093086999419,-87.993274018165,Marshall High,Traditional Public School,9-12,639,0.037,0.029,Meets Few Expectations,53.3,14.9,61.3,0.817,0.294,0.008,0.919,0.025,"4141 N 64th St, Milwaukee, WI 53216",414-393-2300,www.milwaukee.k12.wi.us,008@milwaukee.k12.wi.us,1,42.8,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Marshall High School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0026,42.989295987873,-87.945723984365,Pulaski High,Traditional Public School,9-12,1041,0.044,0.046,Meets Few Expectations,52.9,19.8,65.1,0.769,0.207,0.402,0.322,0.497,"2500 W Oklahoma Ave, Milwaukee, WI 53215",414-902-8900,www.milwaukee.k12.wi.us,026@milwaukee.k12.wi.us,1,42.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Pulaski High School Report Card 2024-25.pdf,Average Growth
2024-25,0413_0210,42.518290990274,-89.021288039638,Merrill Elementary,Traditional Public School,K-5,224,0.032,0.053,Meets Few Expectations,51,16.8,55.6,0.839,0.228,0.094,0.554,0.214,"1635 Nelson Ave, Beloit, WI 53511",608-361-2605,www.sdb.k12.wi.us/merrill,bherefor@sdb.k12.wi.us,0,43.2,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Beloit/Merrill Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0006,43.047767012868,-87.901583960234,Lincoln Middle,Traditional Public School,6-8,309,0.089,0.053,Meets Few Expectations,51.4,19.4,60.3,0.932,0.207,0.139,0.641,0.272,"820 E Knapp St, Milwaukee, WI 53202",414-212-3300,www.milwaukee.k12.wi.us,006@milwaukee.k12.wi.us,1,43.2,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Lincoln Middle School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0295,42.989107981785,-87.925762984867,Zablocki Elementary,Traditional Public School,K-5,250,0.28,0.215,Fails to Meet Expectations,44.1,34.8,38.5,0.9,0.268,0.304,0.116,0.472,"1016 W Oklahoma Ave, Milwaukee, WI 53215",414-294-2200,www.milwaukee.k12.wi.us,295@milwaukee.k12.wi.us,1,43.3,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Zablocki Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0410,42.994615981818,-87.9291640259,Grandview High,Traditional Public School,9-12,219,NA,NA,Meets Few Expectations,57.4,23.3,67,0.858,0.132,0.329,0.096,0.726,"2745 S 13TH St, Milwaukee, WI 53215",414-672-1168,www.seedsofhealth.org/grandview/home.html,430@milwaukee.k12.wi.us,1,43.4,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Grandview High School Report Card 2024-25.pdf,Average Growth
2024-25,0000_1702,43.085899014532004,-87.925051026011,Divine Destiny School,Private School,K-8,NA,0.032,0,Fails to Meet Expectations,28.1,8.3,56.5,NA,NA,NA,NA,NA,"3782 N 12th St, Milwaukee, WI 53206",414-264-3374,www.divinedestinyschool.com,divinedestinyschoolinc@gmail.com,1,43.5,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Divine Destiny School All Students School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0409,43.126102980751,-88.013292014605,James Madison Academic Campus,Traditional Public School,9-12,468,0.062,0.047,Meets Few Expectations,53.4,18.5,63.2,0.857,0.244,0.024,0.868,0.047,"8135 W Florist Ave, Milwaukee, WI 53218",414-393-6100,www.milwaukee.k12.wi.us,069@milwaukee.k12.wi.us,1,43.5,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/James Madison Academic Campus School Report Card 2024-25.pdf,Average Growth
2024-25,2289_0590,44.503249001924,-87.9888369739,Sullivan Elementary,Traditional Public School,K-5,662,0.171,0.164,Fails to Meet Expectations,43.7,32.4,32.8,0.73,0.208,0.514,0.076,0.631,"1567 Deckner Ave, Green Bay, WI 54302",920-391-2470,www.gbaps.org,trfenner@gbaps.org,0,43.6,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Area Public/Sullivan Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0185,43.075242011377,-87.894991006653,Gaenslen Elementary,Traditional Public School,K-8,641,0.052,0.031,Meets Few Expectations,52.9,12.8,58.4,0.883,0.507,0.008,0.813,0.09,"1250 E Burleigh St, Milwaukee, WI 53212",414-267-5700,www.milwaukee.k12.wi.us,185@milwaukee.k12.wi.us,1,43.8,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Gaenslen Elementary School Report Card 2024-25.pdf,Below Average Growth
2024-25,1380_0400,42.63165199786,-88.660981035168,Delavan Darien Technical School Inc,Traditional Public School,9-12,93,0.127,0.239,Fails to Meet Expectations,40.6,33.1,25.2,0.57,0.14,0.215,0,0.495,"150 Cummings St, Delavan, WI 53115",262-233-6661,https://www.ddtechschool.org,mrick@ddschools.org,NA,43.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Delavan-Darien/Delavan Darien Technical School Inc School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2793_0340,42.576048002847,-87.829001037324,Brass Community School,Traditional Public School,K-5,462,0.139,0.072,Fails to Meet Expectations,47,25.8,41.3,0.879,0.199,0.175,0.329,0.4,"6400 15th Ave, Kenosha, WI 53143",262-359-8000,www.kusd.edu,jkaufman@kusd.edu,0,43.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kenosha/Brass Community School School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,4620_0134,42.764233002795,-87.791136041186,Jerstad-Agerholm School,Traditional Public School,K-8,870,0.157,0.084,Fails to Meet Expectations,48.8,25.3,49.9,0.833,0.203,0.114,0.4,0.318,"3535 La Salle St, Racine, WI 53402",262-664-6075,www.rusd.org,daniel.hernandez@rusd.org,0,43.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Unified/Jerstad-Agerholm School School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,6300_0800,43.019600004433,-88.042657006552,Deeper Learning Virtual Academy,Traditional Public School,K-12,88,0.158,0.132,Meets Few Expectations,51.5,32.2,54.6,0.761,0.17,0.091,0.08,0.386,"1117 S 104th St, West Allis, WI 53214",414-604-4224,NA,smithd2@wawmsd.org,NA,44.4,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis-West Milwaukee/Deeper Learning Virtual Academy School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0018,42.978301990301,-87.990401037033,Hamilton High,Traditional Public School,9-12,1472,0.085,0.06,Meets Few Expectations,52.1,25.4,60.3,0.786,0.202,0.316,0.297,0.446,"6215 W Warnimont Ave, Milwaukee, WI 53220",414-327-9300,www.milwaukee.k12.wi.us,018@milwaukee.k12.wi.us,1,44.5,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Hamilton High School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0118,43.088733019814,-87.994859036056,Milwaukee Environmental Science Academy,Public Charter School,K-8,274,0.043,0.031,Meets Few Expectations,53.3,18.5,62.2,0.949,0.099,0.007,0.901,0.062,"6600 W Melvina St, Milwaukee, WI 53216",414-353-3830,www.milwaukee.k12.wi.us,jcolvin@mke-es.org,1,44.6,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Milwaukee Environmental Science Academy School Report Card 2024-25.pdf,Below Average Growth
2024-25,3619_0199,43.07818598723,-87.914479015355,King Jr Elementary,Traditional Public School,K-8,277,0.11,0.024,Meets Few Expectations,54.2,18.4,66,0.921,0.17,0,0.877,0.072,"3275 N 3rd St, Milwaukee, WI 53212",414-267-1500,www.milwaukee.k12.wi.us,083@milwaukee.k12.wi.us,1,44.7,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/King Jr Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,0000_1198,44.384376012899,-89.825474987657,Assumption Middle School,Private School,6-8,38,NA,NA,Fails to Meet Expectations,37.3,49.9,18.5,0.579,0,0,0,0.079,"440 Mead St, Wisconsin Rapids, WI 54494",715-422-0913,www.assumptioncatholicschools.org,afrance@assumptioncatholicschools.org,0,44.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids Private/Assumption Middle School Choice Students School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0238,43.077256015072,-87.92289302122,LaFollette Elementary,Traditional Public School,K-8,216,0.028,0.009,Meets Few Expectations,56.4,12.6,68.9,0.949,0.231,0.014,0.884,0.069,"3239 N 9th St, Milwaukee, WI 53206",414-267-5200,www.milwaukee.k12.wi.us,238@milwaukee.k12.wi.us,1,45.1,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/LaFollette Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,2289_0320,44.50713099656,-88.015272993602,Howe Elementary,Traditional Public School,K-5,350,0.15,0.136,Fails to Meet Expectations,48.5,30.6,46.1,0.874,0.246,0.131,0.289,0.291,"525 S Madison St, Green Bay, WI 54301",920-448-2141,www.gbaps.org,amkallioinen@gbaps.org,0,45.4,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Area Public/Howe Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3360_0800,43.788090983307,-90.084216962608,Lemonweir Academy,Traditional Public School,6-12,83,0.122,0.122,Meets Few Expectations,50.2,33.1,48,0.723,0.241,0.012,0,0.048,"510 Grayside Ave, Mauston, WI 53948",608-847-5451,https://www.maustonschools.org,mstoughtenger@maustonschools.org,NA,45.4,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mauston/Lemonweir Academy School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0218,43.063444985572,-87.907134037422,Holmes Elementary,Traditional Public School,K-8,260,0.124,0.124,Meets Few Expectations,53.6,24,65.1,0.985,0.331,0.015,0.9,0.046,"2463 N Buffum St, Milwaukee, WI 53212",414-267-1300,www.milwaukee.k12.wi.us,218@milwaukee.k12.wi.us,1,45.4,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Holmes Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,8010_8110,42.729126993906,-87.796159986312,21st Century Preparatory School,Public Charter School,K-8,438,0.173,0.104,Meets Few Expectations,49.7,30.5,52.7,0.632,0.107,0.066,0.628,0.201,"1220 Mound Ave, Racine, WI 53404",262-598-0026,www.21stprepschool.org,smuhammad@tcpswi.org,NA,45.5,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Charter One Inc/21st Century Preparatory School School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,2128_0020,44.886827019456,-88.314327983332,Gillett High,Traditional Public School,9-12,152,0.385,0.431,Fails to Meet Expectations,38.8,54,16.6,0.539,0.257,0.046,0,0.099,"208 W Main St, Gillett, WI 54124",920-855-2137,www.gillett.k12.wi.us,slimberg@gillett.k12.wi.us,0,45.7,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Gillett/Gillett High School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0337,43.122118014433,-87.994074992833,Kluge Elementary,Traditional Public School,K-5,301,0.143,0.086,Meets Few Expectations,53.8,23.3,63.2,0.927,0.365,0.027,0.831,0.05,"5760 N 67th St, Milwaukee, WI 53218",414-578-5000,www.milwaukee.k12.wi.us,337@milwaukee.k12.wi.us,1,45.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Kluge Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,3619_0344,43.145285008077,-88.01872801409,Stuart Elementary,Traditional Public School,K-5,322,0.252,0.213,Fails to Meet Expectations,46.9,40.3,45.1,0.773,0.202,0.047,0.612,0.102,"7001 N 86th St, Milwaukee, WI 53224",414-393-3700,www.milwaukee.k12.wi.us,344@mail.milwaukee.k12.wi.us,1,45.9,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Stuart Elementary School Report Card 2024-25.pdf,Well Below Average Growth
2024-25,3619_0196,43.106219010943,-88.012834027416,Grantosa Drive Elementary,Traditional Public School,K-8,506,0.139,0.088,Meets Few Expectations,55.4,20.9,67.9,0.917,0.219,0.008,0.883,0.028,"4850 N 82nd St, Milwaukee, WI 53218",414-393-4400,www.milwaukee.k12.wi.us,196@milwaukee.k12.wi.us,1,46,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Grantosa Drive Elementary School Report Card 2024-25.pdf,Average Growth
2024-25,3619_0413,43.053613013147,-87.921578990259,Alliance School of Milwaukee,Traditional Public School,9-12,141,0.117,0.091,Meets Expectations,60.6,25.9,71.7,0.844,0.348,0.014,0.73,0.113,"850 W Walnut St, Milwaukee, WI 53205",414-267-5400,www.allianceschool.org,042@milwaukee.k12.wi.us,1,46,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Alliance School of Milwaukee School Report Card 2024-25.pdf,Above Average Growth
2024-25,3619_0081,43.141750988151,-87.983459983013,Barton Elementary,Traditional Public School,K-5,283,0.143,0.105,Meets Few Expectations,53.2,26.8,62.2,0.905,0.318,0.004,0.848,0.028,"5700 W Green Tree Rd, Milwaukee, WI 53223",414-393-3900,www.milwaukee.k12.wi.us,081@milwaukee.k12.wi.us,1,46.1,Fails to Meet Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee/Barton Elementary School Report Card 2024-25.pdf,Below Average Growth
